book,book_class,slice_id,content
4,early,15,følgen var at da amled næste dag skulle kæmpe for livet følte han sig ikke stærk nok til at modstå et angreb men for at få sine tropper til at se mere talstærke ud tog han stedet ligene af sine døde kammerater og stablede nogle af dem op på stokke og stave lænede andre op ad sten nærheden mens atter andre blev sat op på deres heste som om de var live stadig fuld udrustning og sådan fik han dem anbragt på rad og række så de lignede en kampklar slagorden og flanken med de døde var lige så stærkt bemandet som hovedstyrken med de levende ja det var et forbløffende syn da de afdøde blev inddraget slaget og de faldne trukket med felten og ideen svigtede ikke sin ophavsmand for så snart solens stråler spillede hen over de døde skikkelser gav de et indtryk af en kæmpemæssig hær disse falske døde fremtoninger gav så præcist et billede af hæren dens tidligere størrelse at man ikke skulle tro at gårsdagens blodbad havde gjort det mindste indhug den ved det syn blev briterne så rædselsslagne at de flygtede uden kamp overvundet af de døde mænd de selv havde besejret da de levede men om den sejr mest skyldtes list eller held har jeg svært ved at sige kongen selv kunne ikke komme hurtigt nok væk og blev dræbt af de forfølgende danskere amled der nu stod som sejrherren plyndrede britannien og beslaglagde et kæmpemæssigt bytte inden han vendte hjem til sit
4,early,16,eget land med sine to hustruer mellemtiden var rørik død og viglek der nu var kommet på tronen havde plaget amleds mor med alverdens uforskammetheder og plyndret hende for hele hendes kongelige formue fordi som han sagde hendes søn ved at gøre sig til konge jylland var gået bag om ryggen på lejrekongen der havde eneret på at uddele og inddrage embeder de anklager tog amled med den største sindsro han forærede viglek de prægtigste dele af byttet fra sin sejr og gav indtryk af at han besvarede bagvaskelse med en venlig gestus men senere så han sit snit til at af sider saxo saxos danmarks historie hævne sig han forvandlede sig fra hemmelig modstander til åbenlys fjende udfordrede ham til krig og besejrede ham fjaller jarlen skåne tvang han landflygtighed og overleveringen siger at han slog sig ned på et sted der hedder undensakre og som er ukendt blandt vores folk senere hen da viglek havde fået forstærkninger fra skåne og sjælland og atter følte sig stærk nok sendte han en delegation til amled med en udfordring og forbløffende skarpsindig som han var kunne amled nu tydeligt se at han stod med valget mellem to muligheder hvoraf den ene ville bringe ham vanære den anden livsfare han vidste nemlig at hvis han tog udfordringen op var han overhængende fare men hvis han undslog sig satte han sin krigerære på spil men da tapperhed og mandighed lå forrest hans bevidsthed gik ønsket om at redde æren af med sejren og
4,early,17,trangen til hæder trængte frygten for nederlag tilbage han havde ikke tænkt sig at forplumre sit gode rygtes klare stråleglans ved fejt at flygte fra sin skæbne han bemærkede også at der er omtrent lige så stort et svælg imellem et uværdigt liv og en glorværdig død som mellem hæder og foragt på den anden side elskede han hermuthrud så højt at han var mere bekymret over hendes fremtidige enkestand end over sin egen død og gjorde sig alle mulige anstrengelser for at finde ud af hvordan han kunne sikre hende et nyt ægteskab inden han gik krig det fik hermuthrud til at erklære at hun havde mod som en mand og love aldrig at forlade ham selv ikke kampens hede for som hun sagde det var en ussel kvinde der var bange for at følge sin mand døden det usædvanlige løfte holdt hun nu ikke for så snart amled var faldet kamp med viglek jylland overgav hun sig frivilligt til sejrherren som kone og krigsbytte sådan vil en kvindes løfter altid følge skæbnens spil og smuldre når tiderne skifter en kvindes troskab hviler på usikker grund og rene tilfældigheder kan få den til at vakle lige så let hun har ved at love lige så svært har hun ved at holde hvad hun lover og afhængig som hun er af alverdens forlokkende nydelser halser hun hovedkulds rundt evig jagt efter det nyeste nye uden tanke for det gamle sådan endte det for amled en mand der hvis han havde
4,early,18,haft heldet med sig som han havde evnerne med sig kunne være nået på højde med guderne berømmelse og have overgået herkules bedrifter jylland findes en hede der bærer såvel hans navn som hans grav viglek fik en lang og fredelig regeringstid og døde sygeseng viglek blev efterfulgt af sin søn vermund han levede længe lykkeligt og roligt og opretholdt lange tider uforstyrret fred og sikkerhed landet som ung var han barnløs men på hans gamle dage skænkede skæbnen ham sønnen uffe på trods af at han ingen børn havde fået alle de år der var gået indtil da denne uffe blev større og stærkere end alle sine jævnaldrende men regnedes sine unge år for så sløv og ubegavet at han hverken kunne magte sine egne eller af sider saxo saxos danmarks historie landets sager lige fra sin tidligste barndom havde han vænnet sig til aldrig at deltage leg og morskab og han var så aldeles blottet for almindelig menneskelig munterhed at han holdt læberne sammenpresset evig tavshed og aldrig tillod det mindste smil at komme over sit alvorlige ansigt lige fra vuggen havde alle set på ham som en tumpe men senere vendte han omverdenens foragt til beundring og havde han før været enfoldighedens udtrykte billede så blev han nu et pragteksemplar af kløgt og tapperhed hans far tog hensyn til hans tungnemhed og fik ham gift med en datter af jarl frøvin af slesvig ud fra den tanke at en familieforbindelse med denne fremragende mand kunne blive en
4,early,19,uvurderlig støtte for ham når han skulle styre riget frøvin havde to sønner kede og vige begge unge mænd med strålende evner som vermund ventede sig lige så meget af som af frøvin for han regnede også med at deres tapperhed kunne komme hans søn til nytte fremtiden på den tid var adils konge sverige og det var en mand med et stort navn og store ambitioner han havde ført krig mod nabofolkene overalt omkring sig og for at det strålende ry hans tapperhed her havde skaffet ham ikke skulle smuldre bort lediggang og ugidelighed udtænkte han den ene nye aktivitet efter den anden som han dyrkede flittigt sin iver efter at holde sig gang blandt andet gjorde han sig det til en vane hver dag at marchere et stykke fuld kampudrustning dels fordi han vidste at intet er vigtigere for en kriger end at bruge sine våben jævnligt dels fordi den aktivitet kunne lægge yderligere alen til hans berømmelse og hans selvtillid stod ikke tilbage for hans ærgerrighed for han mente ikke at der fandtes noget så vildt og voldsomt verden at der var grund til at frygte for at det skulle rokke ved hans sjælsstyrke hvis han mødte det adils sejlede til danmark med sin hær og udfordrede frøvin til slag ved slesvig og mens tropperne huggede løs på hinanden med stort mandefald på begge sider skete det tilfældigvis at de to hærførere kom kamp med hinanden hvilket betød at de førte slaget videre som tvekamp og ved
4,early,20,siden af det udfald hele slaget ville få søgte en afgørelse på egen hånd begge var lige opsat på at finde en afgørelse med denne kampform for at vise deres tapperhed uden hjælp fra deres følge kun ved egne kræfter huggene faldt stadig tættere fra begge sider men enden blev at adils sejrede og frøvin faldt og til sin egen sejr føjede han den samlede sejr for over hele linjen blev danskernes rækker revet op og slået på flugt derefter vendte han hjem til sverige hvor han ikke alene føjede frøvins død til listen over sine tapre bedrifter men også fik for vane at prale så højlydt af den at de skamløse ord tog glansen af den glorværdige indsats det hænder nemlig at en stor bedrift gør sig bedre ved at blive gemt væk med blufærdig tavshed end ved at blive udbasuneret med skamløs tale vermund indsatte frøvins sønner deres fars høje værdighed en naturlig gestus over for sønnerne af en ven der var faldet for fædrelandet men for adils blev det en anledning til at genoptage krigen mod danmark så han kom igen fuld af fortrøstning oven på det første slag og det var ikke bare en svag og fåtallig styrke han bragte med sig men hele sveriges samlede krigsmagt som om han havde tænkt sig at erobre herredømmet over hele danmark den besked lod frøvins søn kede sin fanebærer folke bringe til vermund som på det tidspunkt opholdt sig på sin gård jelling han fandt kongen færd med
4,early,21,at spise sammen med sine venner og fremførte sin besked med den opildnende tilføjelse at her var den anledning til krig af sider saxo saxos danmarks historie som de havde længtes efter et godt stykke tid nu var vermunds ønsker gået opfyldelse helt af sig selv for lejligheden til en sejr var lige ved hånden og det var op til vermund selv at sikre sin triumf nu hvor øjeblikket var inde den sidste udvikling gav varsel om en stor og uventet lykke som han længe havde sukket efter for nu var adils ankommet med et umådeligt følge af svenske tropper som om han ikke var det mindste tvivl om at sejren allerede var hans og da der ikke var nogen tvivl om at fjenden når slaget kom hellere ville dø end flygte var denne krig en glimrende chance til at hævne det sidste nederlag vermund erklærede at folke havde udført sit hverv som budbringer fornemt og dygtigt og bad ham blive lidt og styrke sig med lidt mad det er jo ikke godt at rejse på tom mave da han svarede at han bestemt ikke havde tid til at spise nu spurgte vermund om han så ville have noget at slukke sin tørst med det fik han og vermund bad ham beholde bægeret det var af guld for som han sagde når man er udmattet og varm efter rejsen er det behageligere at hæve vandet en kop end sin hule hånd og bedre at drikke af et bæger end af
4,early,22,hænderne den unge mand blev glad både for den flotte gave og de venlige ord der fulgte med den og lovede at han aldrig skulle vende fjenden ryggen for øjnene af kongen før det skulle ske ville han drikke lige så stor en slurk af sit eget blod som han nu havde fået sit bæger så tappert et løfte forstod kongen at påskønne som en værdig tak og hans glæde ved at give den gave var endnu større end hans krigers ved at tage imod den og han fik da også at se at manden kæmpede lige så tappert som han talte for da slaget stod og de forskellige delinger stormede frem mod hinanden stod folke og adils på et tidspunkt over for hinanden og de kæmpede en tid indtil den svenske hær måtte følge deres fører faldet og kaste sig på flugt da adils selv var blevet såret og huj og hast trak sig ud af kampen og tilbage til skibene udmattet af sine sår og af anstrengelserne og på samme tid plaget af tørst og varme opgav folke forfølgelsen af den flygtende fjende og for at komme til kræfter igen samlede han sit eget blod sin hjelm satte den for munden og drak sådan gav han på smukkeste måde kongen tilbage for det bæger han havde givet ham det så vermund tilfældigvis og han roste ham høje toner fordi han havde holdt sit løfte hertil svarede folke at store løfter må man holde og med de ord berømmede
4,early,23,han selv sin bedrift lige så højt som vermund da nu sejrherrerne som det sker når et slag er ovre havde lagt våbnene fra sig og sad og sludrede sammen mens de hvilede ud ytrede jarl kede af slesvig sin forundring over at det trods alle hindringer havde været muligt for adils at slippe væk især betragtning af at han havde været den første der gik kamp og den sidste der tog flugten og danskerne havde været mere opsatte på at fælde ham end nogen anden blandt fjenderne hertil svarede vermund at han måtte vide at der enhver hær fandtes fire typer af krigere den første type var de kæmper der på en gang ejede tapperhed og besindighed dem der huggede løs på alle der ydede modstand men ikke kunne få sig til at forfølge dem der flygtede det var dem hvis lange kamperfaring talte sit tydelige sprog om deres tapperhed og som ikke satte nogen ære at jage de besejrede på flugt kun at kæmpe sig frem til sejren af sider saxo saxos danmarks historie men der var en anden type krigere dem der kunne sætte deres lid til såvel sjæls som legemsstyrke men ikke var besiddelse af det mindste gran medfølelse og derfor tampede lige blodtørstigt løs på fjenderne uanset om det var deres bryst eller ryg de stod over for det var dem der deres ungdommelige ilterhed gjorde alt for at indlede deres oplæring med en lovende krigsindsats dem der var optændt af ungdommens glød og ærgerrighed
4,early,24,og som kastede sig lige ubekymret ud alt hvad enten det var rigtigt eller forkert der var også en tredje type dem der var fanget mellem frygt og skam og hverken kunne rykke frem for skræk og rædsel eller trække sig tilbage af frygt for skam og skændsel det var dem der ganske vist havde ædelt blod men kun brillerede med tom storhed dem der bidrog til hærens størrelse uden at bidrage til dens styrke ramte fjenden med deres skygge snarere end med deres våben og udelukkende regnedes med blandt krigerne fordi man så dem stå der det var dem der med tiden skulle blive herrer over store godser men som var langt mere fornemme af slægt end af sind deres store besiddelser fik dem kun til at klynge sig til livet og tvang dem til at vise fejhed stedet for den styrke der hører standen til så var der igen andre der gik krig for et syns skyld ikke for alvor altid anbragte sig bageste række blandt deres kammerater og var de første til at flygte men de sidste til at kæmpe deres feje adfærd viste tydeligt hvor bange de var for de forsøgte altid helt bevidst at gemme sig af vejen og listede forsigtigt og uroligt frem bag ryggen på de kæmpende det måtte være grunden til at kongen var sluppet væk live da han flygtede havde krigerne af den første art ikke optaget forfølgelsen resolut nok for de bekymrede sig ikke om at forfølge de besejrede men
4,early,25,om at holde fast sejren og stod derfor tættere sammen rækkerne for at værne om den nyvundne triumf med de midler de havde og sikre at medgangen var fuldt og helt på deres side krigerne af den anden type de der absolut ville dræbe alt hvad de så havde til gengæld ikke ladet adils gå fri af mangel på mod men af mangel på mulighed de havde ikke savnet lysten til at dræbe ham de havde savnet lejligheden til det og den tredje type de der brugte tiden under slaget på at trisse nervøst omkring og gå vejen for deres kammeraters succes de havde måske nok haft mulighed for at få ram på kongen men savnet modet til at slå til sådan afviste vermund kedes undren og erklærede at med det svar havde han givet den sande forklaring på at kongen havde reddet skindet herefter flygtede adils tilbage til sverige men han blev ved med at prale af drabet på frøvin og braldrede uafbrudt op med sine brovtende historier om den bedrift ikke fordi han tog det ydmygende nederlag han lige havde lidt med ophøjet ro men for at hele såret fra sin nylige flugt med glansen fra den gamle sejr det blev kede og vige naturligt nok dybt forargede over og de lovede hinanden at hævne deres far men da de ikke mente de havde mulighed for at gøre det krig drog de af sted til sverige på egen hånd kun ganske let udrustede her gik af sider saxo
4,early,26,saxos danmarks historie de ind en skov hvor de havde hørt at kongen plejede at færdes uden følge og fandt et sted at gemme deres våben herpå opholdt de sig et stykke tid hos adils som de bildte ind at de var fredløse og da han spurgte hvor de kom fra svarede de at de var fra slesvig og havde forladt deres land på grund af et drab kongen gik ud fra at de hermed hentydede til et drab de allerede havde gjort sig skyld og ikke et de agtede at udføre med dette kneb ville de smyge sig uden om hans interesserede spørgsmål levere en præcis forklaring der gav den spørgende en ubrugelig oplysning og et sandfærdigt svar der med sine uudsagte antydninger bibragte ham en helt fejlagtig opfattelse for gamle dage så store mænd det som en stor vanære at lyve nu sagde adils at han godt kunne tænke sig at vide hvem der efter danskernes mening havde dræbt frøvin hertil sagde kede at de var usikre på hvem man skulle give æren for denne store bedrift især eftersom der var almindelig enighed om at han var faldet hærens rækker adils svarede at det var helt hen vejret at tilskrive andre frøvins drab for det var sket tvekamp og det var ham og ingen andre der havde gjort det snart efter spurgte han om frøvin havde efterladt sig nogen børn og da kede fortalte at der var to sønner sagde han at han godt kunne lide at vide
4,early,27,hvor gamle de var og hvordan de så ud kede forklarede at de var omtrent som ham af bygning havde samme alder og ganske tilsvarende højde da udbrød adils hvis de så også havde deres fars gemyt og tapperhed var der vist lidt af et uvejr under optræk over mit hoved derpå spurgte han om de ofte talte om deres fars død men kede bemærkede at det der aldrig kunne gøres godt igen var det jo formålsløst at ribbe op og det nyttede ikke noget at besvære sig tide og utide over en uoprettelig skade og med de ord viste han at man ikke skal true før man hævner da han nu så at kongen hver dag gik ud alene for at træne fandt han sammen med sin bror våbnene frem og fulgte efter ham adils fik øje på dem og satte straks hælene jorden for han fandt det uværdigt at undvige en trussel de erklærede så at de var kommet for at hævne frøvin især fordi han pralede så overlegent af at han alene var skyld hans død men han svarede at de skulle passe på ikke at blive for dumdristige hvis de ville måle deres svage kraftesløse arme op mod hans for at få hævn for de risikerede bar iver efter andres endeligt at finde deres egen undergang og ødsle deres lovende anlæg væk overilet higen efter hæder derfor skulle de hellere spare deres ungdom spare deres store evner og ikke lade sig rive med af en ubetænksom
4,early,28,drift mod døden de skulle hellere give ham lov at betale en pengebod for drabet på deres far og tage det som en stor ære at man kunne sige om dem at de havde tvunget så mægtig en hersker til at betale en bøde og om man så må sige skræmt ham til at adlyde og det sagde han ikke fordi han var bange men fordi han havde medlidenhed med dem så unge som de var men kede svarede at uanset hvor meget han trak sagen langdrag med alle sine omsvøb så skulle det aldrig lykkes ham at rokke dem fra deres berettigede ønske om hævn ved at love af sider saxo saxos danmarks historie dem penge nu skulle han hellere træde frem og få at se en kamp mand mod mand om kede havde kræfter eller ej han havde tænkt sig at slås på egen hånd uden hjælp fra sin bror for han skulle ikke have den skamplet på sig at han indlod sig på en ulige kamp at kæmpe to mod en anså vore forfædre nemlig ikke alene for uretfærdigt men også for vanærende og en sejr man havde vundet på den måde kunne man ikke bryste sig af den var der mere skam ved end ære nej at to mand overvandt en det var ikke bare ingen kunst men også en stor skændsel men adils var efterhånden så sikker på sig selv at han bad dem komme an begge to for som han sagde når han ikke
4,early,29,kunne tale dem fra deres beslutning om at slås så kunne han det mindste gøre kampen lidt mindre risikabel for dem den indrømmelse afviste kede på det bestemteste han ville hellere dø end gå ind på det sagde han for han mente at han selv ville blive kritiseret for de betingelser adils foreslog for kampen han kastede sig så ivrigt ud kampen men adils ville helst besvare angrebet lidt forsigtigt han nøjedes med at daske let til hans skjold med sværdet og forsvarede sig ganske modigt men ikke særlig eftertrykkeligt da det havde stået på et stykke tid rådede han ham til at tage sin bror med sit forehavende og ikke skamme sig over at bede andre om hjælp når han nu kunne se at han ingen vegne kom på egen hånd men da kede stadig nægtede erklærede han at så ville han ikke skåne ham længere og for at gøre alvor af truslen huggede han til af alle kræfter men det besvarede kede med så voldsomt et hug med sit sværd at det flækkede hans hjelm og borede sig helt ind til hovedet det sår tirrede adils for blodet flød store strømme ned fra hans isse og han kastede sig over kede med mange hårde hug og tvang ham knæ på jorden det kunne vige ikke roligt stå og se på hans egen hengivenhed for broderen vejede alligevel tungere end skik og brug så for pligtens skyld bed han skammen sig og kastede sig over adils når hans bror
4,early,30,var forlegenhed ville han hellere skride ind end stå og se til men den beslutning indbragte ham mere skam end ros eftersom han ved at hjælpe sin bror havde brudt de vedtagne love for en tvekamp og den hjælp han havde bragt ham var ikke nær så hæderlig som den var tiltrængt på den ene side bøjede han sig for pligtens bud på den anden side bukkede han under for skammen og derfor blev det almindelig kendt at deres drab på adils var udført mere effektivt end værdigt men de ville ikke holde det hemmeligt for folket så de skar hovedet af ham slængede liget på en hest og bragte det ud af skoven hvor de overgav det til befolkningen den nærmeste landsby med besked om at nu havde frøvins sønner taget hævn over kong adils af sverige for drabet på deres far da de vendte hjem triumf efter denne sejr fik de en heltemodtagelse hos vermund der mente at de havde gjort et nyttigt stykke arbejde for han var mere optaget af den hæder de havde indlagt sig ved at rydde hans rival af vejen end af det blakkede rygte deres opførsel havde skaffet dem og kunne ikke se at der kunne være noget som helst vanærende ved at dræbe en tyran men udlandet blev det en fast talemåde at kongens bane brød gamle kæmpers vane af sider saxo saxos danmarks historie senere da vermund havde mistet synet af alderdom mente kongen af sachsen at danmark stod uden hersker
4,early,31,og han sendte så en delegation op med besked om at vermund skulle overlade rigets styrelse til ham nu havde han siddet på tronen længere end alderen tillod og han skulle jo ikke klynge sig så længe til magten at landet lå lovløst og forsvarsløst hen for hvordan kunne man kalde ham for konge når både hans sind og hans øjne var lige formørkede af alderdommens dystre tåger hvis vermund afslog havde han måske en søn der turde tage imod en udfordring til tvekamp fra hans søn for så var han villig til at lade riget tilfalde sejrherren men hvis han ikke ville være med til nogen af delene måtte han forstå at det var ikke et spørgsmål om gode råd men om krig og så ville han før eller siden blive tvunget til at udlevere det han nægtede at give fra sig frivilligt ved den besked sukkede vermund dybt og svarede at det var uforskammet at håne ham for hans alderdom for selv om det var gået ned ad bakke for ham på hans gamle dage var det ikke fordi han sin ungdom havde været forknyt og bange for at gå kamp det var heller ikke videre rimeligt at rive ham hans blindhed næsen eftersom det var en skavank der tit og ofte fulgte med alderen og den ulykke burde man hellere ynke ham for end gøre nar af man kunne vel med større ret bebrejde kongen af sachsen hans manglende tålmodighed det havde været mere anstændigt af ham
4,early,32,at afvente en gammel mands død frem for at afkræve ham hans rige eftersom det var noget mere klædeligt at arve en afdød end at udplyndre en levende men han ville selv tage imod udfordringen og personlig stille op til kamp for ingen skulle kunne sige om ham at han var vanvittig nok til at opgive sin ældgamle frihed og gøre sig til slave for en fremmed magt hertil svarede udsendingene at de var overbevist om at deres konge aldrig ville indlade sig på noget så naragtigt som at krydse klinger med en blind mand for så latterlig en tvekamp var der mere skam end hæder ved så var det mere passende at de hver for sig lod deres eget kød og blod nemlig deres sønner afgøre sagen ved de ord blev danskerne fuldkommen forstenede og deres bestyrtelse anede de ikke hvad de skulle svare men nu bad uffe som stod der sammen med de andre sin far om lov til at svare så det var som om den stumme med et fandt talens brug vermund spurgte hvem det var der bad om ordet men da hans folk svarede at det var uffe udbrød han at det var galt nok at fremmede folk havde den frækhed at gøre nar af hans ulykkelige tilstand der var ingen grund til at hans egne folk også skulle plage ham med den slags uforskammetheder men da mændene hans følge insisterede på at det var uffe sagde han lad ham frit sige hvad han har
4,early,33,at sige hvem han end er så tog uffe ordet og sagde at deres konge kunne spare sig ulejligheden med at gøre krav på et rige der ikke alene havde sin egen hersker men også kunne støtte sig til tapre stormænd med både våben og viljestyrke og øvrigt havde kongen en søn og riget en tronfølger og han kunne fortælle dem at han var villig til at kæmpe ikke alene mod deres konges søn men også hvem som helst han kunne få med sig af de tapreste mænd deres land da udsendingene hørte det lo de for de troede det var tomt praleri der blev så uden videre aftalt et sted og af sider saxo saxos danmarks historie fastsat et tidspunkt for tvekampen men alle der var til stede ved den lejlighed var så lamslåede over at uffe pludselig både talte og udfordrede fjenden at det var svært at sige om det var hans stemme eller hans mod der vakte størst forundring så snart udsendingene var gået roste vermund den mand der havde svaret fordi han havde haft selvtillid nok til at udfordre ikke en men hele to mand og han erklærede at han hellere ville overlade sit rige til ham hvem han så end var end til nogen storsnudet fjende alle forsikrede at det var hans søn der med ophøjet selvsikkerhed havde affærdiget de hovne fjender og vermund bad ham så komme nærmere så han kunne mærke med hænderne hvad han ikke kunne se med øjnene derpå følte han
4,early,34,omhyggeligt efter på hans krop og da han mærkede på lemmernes størrelse og form at det var hans søn begyndte han at tro på hvad de sagde og at spørge ham hvorfor han havde gjort sig al den ulejlighed med at holde sin liflige stemme skjult og hvorfor han al den tid havde fundet sig at leve uden stemme uden at veksle et ord med nogen så folk måtte tro at han fuldkommen manglede talens brug og var født stum uffe svarede at han indtil nu havde været tilfreds med at have sin far til at tale for sig og ikke havde haft brug for at tale før han så sine kloge landsmænd blive sat til vægs af snakkesyge udlændinge og da vermund spurgte hvorfor han havde valgt at udfordre to og ikke en svarede han at han havde ønsket at kæmpe på den måde for ved at kæmpe ene mand at opveje den skamplet der var sat på danskerne ved adils drab som de havde været to mand om og lade en ny heltegerning begrave mindet om den gamle skændsel sådan sagde han skulle en ny glorværdig bedrift slette den gamle vanærende anklage vermund erklærede at det var rigtigt set alt sammen og gav uffe besked på tide at lære sig at håndtere våben for det havde han ikke megen erfaring med men da han fik udstyret udleveret var alle brynjer for trange til hans brede bryst han sprængte dem og det var umuligt at finde en der var
4,early,35,rummelig nok til at han kunne være den han var ganske enkelt for stor til at han kunne bruge andres rustning til sidst da han også havde flænget sin fars brynje et voldsomt forsøg på at presse sig den sagde vermund at han skulle sprætte den op venstre side og holde den sammen med en hægte for det gjorde mindre at den var åben for sværdhug den side der er beskyttet af skjoldet mente han han gav ham også besked på omhyggeligt at udsøge sig et sværd som han kunne stole på de kom med det ene efter det andet men når uffe greb fat om fæstet og svingede dem sprang de alle stumper og stykker og ikke et af dem var så stærkt at det ikke splintredes småstykker første gang han huggede med det men nu havde kongen et ualmindelig skarpt sværd ved navn skræp der kunne flække hvad som helst det ramte tværs igennem et eneste hug intet var så hårdt at det kunne holde til et hug med den klinge det sværd havde vermund ikke ønsket at eftertiden skulle få nytte af han undte ingen andre den glæde og derfor havde han gravet det ned for at hindre nogen anden at gøre bruge af det når der nu ikke var håb om at han søn ville blive mand for det så da de nu spurgte ham om han havde et sværd der passede til uffes kræfter svarede han at hvis bare han kunne huske hvor han for
4,early,36,længe siden havde lagt det jorden og finde det igen så havde han et sværd der egnede sig for en mand med hans råstyrke han bad så om at blive ført ud til en eng hvor han spurgte sit følge ud om alle enkeltheder indtil han ud fra de oplysninger de af sider saxo saxos danmarks historie gav ham om kendemærker landskabet fandt frem til stedet hvor sværdet var gravet ned fik det hentet op fra dybet og rakte det til sin søn da uffe så hvor skørt og rustent det var efter de mange år tvivlede han noget på dets slagkraft og han spurgte derfor om han ikke også skulle afprøve det ligesom de øvrige så han vidste hvad det duede til inden det skulle aktion for alvor men vermund svarede at hvis dette sværd sprang når han svingede det så fandtes der ikke det sværd der stod mål med hans kræfter derfor skulle han hellere lade være så længe man ikke kunne være sikker på udfaldet nu begav de sig så efter aftale til kamppladsen det var et sted der på alle sider er omgivet af ejderens vande og derved helt afskåret fra land så det kun er tilgængeligt med båd uffe sejlede derover alene den sachsiske kongesøn havde en umådelig stærk kæmpe med sig og flodens bugtede bredder var på begge sider tæt besat med ivrige tilskuere mens alle nu rettede blikket mod det der skulle foregå anbragte vermund sig helt ude for enden af broen for
4,early,37,at kunne kaste sig floden hvis hans søn skulle blive overvundet han foretrak at følge sin søn døden frem for dybt sørgende at se sit fædreland gå under begge de unge mænd trængte nu ind på uffe og da han ikke stolede helt på sit sværd parerede han deres hug med skjoldet for han havde tænkt sig at se tiden an indtil han vidste hvem af de to han skulle passe mest på så han det mindste kunne ramme ham med et enkelt hug men vermund tog det som et tegn på svaghed at han tog så tålmodigt imod huggene og rykkede sig nærmere og nærmere til broens bratte kant for at kunne kaste sig døden hvis hans søn bukkede under men skæbnen holdt hånden over den gamle mand der elskede sin søn så højt for uffe opmuntrede nu kongesønnen til at strenge sig mere an og råbte at han måtte leve op til sin høje byrd og levere en virkelig fornem og tapper indsats for det skulle jo nødig se ud som om den jævne mand han havde med sig var taprere end kongens søn derpå vendte han sig mod kæmpen for at sætte hans mod på prøve han råbte at han ikke skulle være sådan en bangebuks der holdt sig omme bag sin herres ryg og opmuntrede ham til at gøre en særlig indsats som tak for den tillid kongesønnen havde vist ham ved at udvælge ham til sin eneste ledsager kampen og da kæmpen gjorde som han
4,early,38,sagde og for skams skyld trådte nærmere skar han ham tværs igennem med det første hug med sværdet lyden satte liv vermund der udbrød at han kunne høre sin søns sværd og spurgte hvor på kroppen han havde ramt og da hans folk fortalte ham at han ikke havde ramt noget enkelt sted men hugget hele manden midt over rykkede han væk fra kanten og ind på broen igen nu lige så ivrig efter at leve som han før havde været efter at dø nu var uffe opsat på at gøre det af med den anden modstander ligesom den første og han udfordrede indtrængende vendinger kongesønnen til at hævne sin kriger som en hyldest til den mand der var faldet for hans skyld hans modstander følte sig tvunget til at træde frem imod ham og uffe udså sig omhyggeligt det sted hvor han skulle ramme vendte sværdets anden æg fremad af angst for at det med sin slanke klinge var for skrøbeligt for hans kræfter og huggede hans krop midt over af sider saxo saxos danmarks historie da vermund hørte det råbte han at klangen fra sværdet skræp igen havde nået hans øre og så snart hans følge bekræftede at hans søn havde fældet begge sine modstandere blev han så overvældet af lykke at han brast gråd glæden fik tårer til at trille på de kinder sorgen aldrig havde vædet og mens sachserne nedbøjede og beskæmmede måtte lide den bitre tort at lægge begge deres kæmper graven modtog danskerne uffe
4,early,39,med jubel hermed forstummede al snak om det uværdige drab på adils sachsernes vanære gjorde en ende på den sådan kom kongeriget sachsen på danske hænder og efter faderen overtog uffe tronen og blev regent over begge riger selv om man aldrig havde forestillet sig at han kunne styre så meget som det ene adskillige omtaler ham som oluf og giver ham tilnavnet den spage på grund af hans selvbeherskelse hans senere bedrifter er tidens løb gået glemmebogen men der er grund til at tro at fortsættelsen har været glorværdig betragtning af hvor beundringsværdigt det begyndte denne kortfattede gennemgang af hans bedrifter får det til at stå klart hvor mange af vort folks store mænd der er gået glip af et berømmeligt eftermæle på grund af mangelen på skrevne beretninger hvis skæbnen havde bragt det latinske sprog her til landet på et tidligere tidspunkt havde man nu kunnet blade utallige værker om danskernes bedrifter uffe blev efterfulgt af sin søn dan han vendte sin krigsførelse mod fremmede folkeslag og udvidede sin magt med utallige sejre men den strålende berømmelse han vandt sig fordunklede han selv med hæsligt overmod og så dybt var hans forfald forhold til den berømte retlinede far at hvor faderen overgik alle andre beskedenhed foragtede sønnen alle andre med opblæst indbildskhed han ødslede også sin formue bort til udskejelser ikke alene sin fædrene arv men også alt det han selv havde taget som bytte fra fremmede folk og hans enorme udgifter slugte al den rigdom der burde
